Date,Pot,SubPot,EC,pH,Leaves Count,Longest Leaf,Plant Height(mm),Image link,,is it date
3/10/2023,2,6,7,6,5,31,45,,,
3/10/2023,2,7,7,6,5,31,45,,,
3/10/2023,2,8,7,6,5,38,51,,,
3/10/2023,2,9,7,6,5,30,33,,,
3/10/2023,2,10,7,6,5,28,36,,,
3/10/2023,2,11,7,6,5,29,39,,,
3/10/2023,2,12,7,6,5,34,40,,,
3/10/2023,2,13,7,6,5,29,34,,,
3/10/2023,2,14,7,6,5,28,41,,,
3/10/2023,2,15,7,6,5,37,48,,,
3/10/2023,2,16,7,6,5,35,52,,,
3/10/2023,2,17,7,6,5,25,38,,,
3/10/2023,2,18,7,6,5,27,39,,,
3/10/2023,2,19,7,6,5,27,41,,,
3/10/2023,2,20,7,6,5,32,42,,,
3/10/2023,2,21,7,6,5,26,35,,,
3/10/2023,2,22,7,6,5,36,49,,,
3/10/2023,2,23,7,6,5,32,38,,,
3/10/2023,2,24,7,6,5,29,37,,,
3/10/2023,2,25,7,6,5,28,43,,,
3/10/2023,2,26,7,6,5,24,38,,,
3/10/2023,2,27,7,6,4,28,41,,,
3/10/2023,2,28,7,6,4,31,35,,,
3/10/2023,2,29,7,6,4,28,45,,,
3/10/2023,2,30,7,6,4,30,33,,,
3/10/2023,2,31,7,6,4,25,33,,,
3/10/2023,2,32,7,6,4,33,43,,,
3/10/2023,2,33,7,6,4,29,41,,,
3/10/2023,2,34,7,6,4,24,35,,,
3/10/2023,2,35,7,6,5,28,42,,,
3/10/2023,2,36,7,6,5,31,39,,,
3/10/2023,2,37,7,6,5,28,37,,,
3/10/2023,2,38,7,6,5,27,40,,,
3/10/2023,2,39,7,6,5,29,36,,,
3/10/2023,2,40,7,6,5,30,41,,,
4/10/2023,1,1,6.53,7.83,6,72,185,,,
4/10/2023,1,2,6.53,7.83,7,74,184,,,
4/10/2023,1,3,6.53,7.83,8,69,175,,,
4/10/2023,1,4,6.53,7.83,8,76,187,,,
4/10/2023,1,5,6.53,7.83,8,72,172,,,
4/10/2023,1,6,6.53,7.83,8,82,176,,,
4/10/2023,1,7,6.53,7.83,8,83,190,,,
4/10/2023,1,8,6.53,7.83,7,73,185,,,
4/10/2023,1,9,6.53,7.83,7,79,186,,,
4/10/2023,1,10,6.53,7.83,7,72,187,,,
4/10/2023,1,11,6.53,7.83,8,73,173,,,
4/10/2023,1,12,6.53,7.83,8,78,184,,,
4/10/2023,1,13,6.53,7.83,7,77,181,,,
4/10/2023,1,14,6.53,7.83,8,78,182,,,
4/10/2023,1,15,6.53,7.83,8,80,184,,,
4/10/2023,1,16,6.53,7.83,8,81,182,,,
4/10/2023,1,17,6.53,7.83,8,76,180,,,
4/10/2023,1,18,6.53,7.83,8,69,178,,,
4/10/2023,1,19,6.53,7.83,7,75,175,,,
4/10/2023,1,20,6.53,7.83,8,83,182,,,
4/10/2023,1,21,6.53,7.83,7,72,188,,,
4/10/2023,1,22,6.53,7.83,8,72,194,,,
4/10/2023,1,23,6.53,7.83,8,78,183,,,
4/10/2023,1,24,6.53,7.83,8,77,190,,,
4/10/2023,1,25,6.53,7.83,8,80,190,,,
4/10/2023,1,26,6.53,7.83,7,70,183,,,
4/10/2023,1,27,6.53,7.83,8,71,185,,,
4/10/2023,1,28,6.53,7.83,8,81,192,,,
4/10/2023,1,29,6.53,7.83,7,74,175,,,
4/10/2023,1,30,6.53,7.83,8,70,173,,,
4/10/2023,1,31,6.53,7.83,7,77,189,,,
4/10/2023,1,32,6.53,7.83,7,76,191,,,
4/10/2023,1,33,6.53,7.83,7,80,195,,,
4/10/2023,1,34,6.53,7.83,7,80,187,,,
4/10/2023,1,35,6.53,7.83,8,75,186,,,
4/10/2023,1,36,6.53,7.83,8,68,175,,,
4/10/2023,1,37,14,6,8,72,175,,,
4/10/2023,1,38,14,6,8,77,185,,,
4/10/2023,1,39,14,6,8,75,191,,,
4/10/2023,1,40,14,6,8,77,186,,,
4/10/2023,2,1,14,6,6,34,41,,,
4/10/2023,2,2,14,6,6,29,37,,,
4/10/2023,2,3,14,6,6,32,42,,,
4/10/2023,2,4,14,6,6,31,47,,,
4/10/2023,2,5,14,6,6,28,34,,,
4/10/2023,2,6,14,6,6,30,48,,,
4/10/2023,2,7,14,6,6,33,48,,,
4/10/2023,2,8,14,6,6,38,56,,,
4/10/2023,2,9,14,6,6,27,38,,,
4/10/2023,2,10,14,6,6,29,37,,,
4/10/2023,2,11,14,6,5,28,40,,,
4/10/2023,2,12,14,6,5,32,45,,,
4/10/2023,2,13,14,6,5,26,37,,,
4/10/2023,2,14,14,6,5,31,44,,,
4/10/2023,2,15,14,6,5,38,47,,,
4/10/2023,2,16,14,6,5,35,49,,,
4/10/2023,2,17,14,6,5,30,36,,,
4/10/2023,2,18,14,6,5,31,42,,,
4/10/2023,2,19,14,6,5,31,40,,,
4/10/2023,2,20,14,6,5,39,45,,,
4/10/2023,2,21,14,6,5,27,40,,,
4/10/2023,2,22,14,6,5,35,52,,,
4/10/2023,2,23,14,6,5,28,40,,,
4/10/2023,2,24,14,6,5,29,43,,,
4/10/2023,2,25,14,6,5,29,41,,,
4/10/2023,2,26,14,6,5,26,39,,,
4/10/2023,2,27,14,6,4,26,40,,,
4/10/2023,2,28,14,6,4,27,43,,,
4/10/2023,2,29,14,6,4,34,43,,,
4/10/2023,2,30,14,6,4,28,39,,,
4/10/2023,2,31,14,6,4,31,36,,,
4/10/2023,2,32,14,6,4,33,48,,,
4/10/2023,2,33,14,6,4,31,40,,,
4/10/2023,2,34,14,6,4,27,42,,,
4/10/2023,2,35,14,6,5,26,45,,,
4/10/2023,2,36,14,6,5,27,42,,,
4/10/2023,2,37,6.53,7.99,5,30,41,,,
4/10/2023,2,38,6.53,7.99,5,30,43,,,
4/10/2023,2,39,6.53,7.99,5,30,41,,,
4/10/2023,2,40,6.53,7.99,5,28,44,,,
5/10/2023,1,1,6.53,7.99,6,82,193,,,
5/10/2023,1,2,6.53,7.99,8,84,194,,,
5/10/2023,1,3,6.53,7.99,8,79,184,,,
5/10/2023,1,4,6.53,7.99,8,86,195,,,
5/10/2023,1,5,6.53,7.99,9,79,180,,,
5/10/2023,1,6,6.53,7.99,9,92,186,,,
5/10/2023,1,7,6.53,7.99,9,92,197,,,
5/10/2023,1,8,6.53,7.99,9,82,194,,,
5/10/2023,1,9,6.53,7.99,8,89,193,,,
5/10/2023,1,10,6.53,7.99,9,79,197,,,
5/10/2023,1,11,6.53,7.99,8,81,183,,,
5/10/2023,1,12,6.53,7.99,8,85,192,,,
5/10/2023,1,13,6.53,7.99,8,86,190,,,
5/10/2023,1,14,6.53,7.99,9,87,190,,,
5/10/2023,1,15,6.53,7.99,9,88,191,,,
5/10/2023,1,16,6.53,7.99,9,91,192,,,
5/10/2023,1,17,6.53,7.99,8,85,188,,,
5/10/2023,1,18,6.53,7.99,9,78,188,,,
5/10/2023,1,19,6.53,7.99,9,83,185,,,
5/10/2023,1,20,6.53,7.99,9,93,192,,,
5/10/2023,1,21,6.53,7.99,9,80,195,,,
5/10/2023,1,22,6.53,7.99,8,81,204,,,
5/10/2023,1,23,6.53,7.99,8,87,191,,,
5/10/2023,1,24,6.53,7.99,8,85,200,,,
5/10/2023,1,25,6.53,7.99,9,87,199,,,
5/10/2023,1,26,6.53,7.99,9,80,191,,,
5/10/2023,1,27,6.53,7.99,9,81,194,,,
5/10/2023,1,28,6.53,7.99,9,91,199,,,
5/10/2023,1,29,6.53,7.99,9,81,182,,,
5/10/2023,1,30,6.53,7.99,9,80,182,,,
5/10/2023,1,31,6.53,7.99,9,87,197,,,
5/10/2023,1,32,6.53,7.99,9,85,199,,,
5/10/2023,1,33,6.53,7.99,8,87,202,,,
5/10/2023,1,34,6.53,7.99,8,88,194,,,
5/10/2023,1,35,6.53,7.99,8,82,195,,,
5/10/2023,1,36,6.53,7.99,8,78,183,,,
5/10/2023,1,37,10,6,8,81,183,,,
5/10/2023,1,38,10,6,8,84,195,,,
5/10/2023,1,39,10,6,8,83,199,,,
5/10/2023,1,40,10,6,8,85,193,,,
5/10/2023,2,1,10,6,6,36,43,,,
5/10/2023,2,2,10,6,6,31,39,,,
5/10/2023,2,3,10,6,6,33,43,,,
5/10/2023,2,4,10,6,6,33,48,,,
5/10/2023,2,5,10,6,6,30,35,,,
5/10/2023,2,6,10,6,6,32,49,,,
5/10/2023,2,7,10,6,6,34,49,,,
5/10/2023,2,8,10,6,6,40,57,,,
5/10/2023,2,9,10,6,6,28,39,,,
5/10/2023,2,10,10,6,6,30,39,,,
5/10/2023,2,11,10,6,5,30,41,,,
5/10/2023,2,12,10,6,5,33,47,,,
5/10/2023,2,13,10,6,5,28,38,,,
5/10/2023,2,14,10,6,5,32,46,,,
5/10/2023,2,15,10,6,5,40,48,,,
5/10/2023,2,16,10,6,5,37,51,,,
5/10/2023,2,17,10,6,5,31,37,,,
5/10/2023,2,18,10,6,5,32,44,,,
5/10/2023,2,19,10,6,5,32,42,,,
5/10/2023,2,20,10,6,5,40,46,,,
5/10/2023,2,21,10,6,5,29,41,,,
5/10/2023,2,22,10,6,5,37,54,,,
5/10/2023,2,23,10,6,5,30,41,,,
5/10/2023,2,24,10,6,5,30,45,,,
5/10/2023,2,25,10,6,5,30,43,,,
5/10/2023,2,26,10,6,5,27,40,,,
5/10/2023,2,27,10,6,4,27,42,,,
5/10/2023,2,28,10,6,4,29,44,,,
5/10/2023,2,29,10,6,4,35,45,,,
5/10/2023,2,30,10,6,4,29,41,,,
5/10/2023,2,31,10,6,4,33,38,,,
5/10/2023,2,32,10,6,4,34,50,,,
5/10/2023,2,33,10,6,4,32,42,,,
5/10/2023,2,34,10,6,4,28,43,,,
5/10/2023,2,35,10,6,5,28,46,,,
5/10/2023,2,36,10,6,5,29,43,,,
5/10/2023,2,37,6.53,8.29,5,32,42,,,
5/10/2023,2,38,6.53,8.29,5,31,44,,,
5/10/2023,2,39,6.53,8.29,5,32,43,,,
5/10/2023,2,40,6.53,8.29,5,29,46,,,
6/10/2023,1,1,6.53,8.29,7,94,206,,,
6/10/2023,1,2,6.53,8.29,9,95,205,,,
6/10/2023,1,3,6.53,8.29,9,92,195,,,
6/10/2023,1,4,6.53,8.29,9,99,208,,,
6/10/2023,1,5,6.53,8.29,9,92,193,,,
6/10/2023,1,6,6.53,8.29,9,103,199,,,
6/10/2023,1,7,6.53,8.29,9,103,210,,,
6/10/2023,1,8,6.53,8.29,9,94,207,,,
6/10/2023,1,9,6.53,8.29,10,102,205,,,
6/10/2023,1,10,6.53,8.29,9,90,208,,,
6/10/2023,1,11,6.53,8.29,9,94,195,,,
6/10/2023,1,12,6.53,8.29,9,96,203,,,
6/10/2023,1,13,6.53,8.29,9,99,203,,,
6/10/2023,1,14,6.53,8.29,10,100,202,,,
6/10/2023,1,15,6.53,8.29,10,99,202,,,
6/10/2023,1,16,6.53,8.29,9,104,205,,,
6/10/2023,1,17,6.53,8.29,9,97,200,,,
6/10/2023,1,18,6.53,8.29,9,91,199,,,
6/10/2023,1,19,6.53,8.29,9,95,196,,,
6/10/2023,1,20,6.53,8.29,9,106,205,,,
6/10/2023,1,21,6.53,8.29,9,93,208,,,
6/10/2023,1,22,6.53,8.29,9,94,217,,,
6/10/2023,1,23,6.53,8.29,9,99,203,,,
6/10/2023,1,24,6.53,8.29,9,98,211,,,
6/10/2023,1,25,6.53,8.29,9,98,210,,,
6/10/2023,1,26,6.53,8.29,9,91,204,,,
6/10/2023,1,27,6.53,8.29,9,93,207,,,
6/10/2023,1,28,6.53,8.29,9,102,210,,,
6/10/2023,1,29,6.53,8.29,9,93,193,,,
6/10/2023,1,30,6.53,8.29,9,93,195,,,
6/10/2023,1,31,6.53,8.29,9,100,208,,,
6/10/2023,1,32,6.53,8.29,9,98,212,,,
6/10/2023,1,33,6.53,8.29,9,98,215,,,
6/10/2023,1,34,6.53,8.29,9,101,205,,,
6/10/2023,1,35,6.53,8.29,9,93,208,,,
6/10/2023,1,36,6.53,8.29,9,90,194,,,
6/10/2023,1,37,7,6,9,92,196,,,
6/10/2023,1,38,7,6,9,95,206,,,
6/10/2023,1,39,7,6,9,94,210,,,
6/10/2023,1,40,7,6,9,98,206,,,
6/10/2023,2,1,7,6,6,38,45,,,
6/10/2023,2,2,7,6,6,32,41,,,
6/10/2023,2,3,7,6,6,34,45,,,
6/10/2023,2,4,7,6,6,35,50,,,
6/10/2023,2,5,7,6,6,32,37,,,
6/10/2023,2,6,7,6,6,34,50,,,
6/10/2023,2,7,7,6,6,36,50,,,
6/10/2023,2,8,7,6,6,42,59,,,
6/10/2023,2,9,7,6,6,29,41,,,
6/10/2023,2,10,7,6,6,32,40,,,
6/10/2023,2,11,7,6,5,32,42,,,
6/10/2023,2,12,7,6,5,34,49,,,
6/10/2023,2,13,7,6,5,29,40,,,
6/10/2023,2,14,6.53,7.83,5,33,48,,,
6/10/2023,2,15,6.53,7.83,5,42,50,,,
6/10/2023,2,16,6.53,7.83,5,39,53,,,
6/10/2023,2,17,6.53,7.83,5,32,39,,,
6/10/2023,2,18,6.53,7.83,5,33,46,,,
6/10/2023,2,19,6.53,7.83,5,33,43,,,
6/10/2023,2,20,6.53,7.83,5,42,47,,,
6/10/2023,2,21,6.53,7.83,5,31,42,,,
6/10/2023,2,22,6.53,7.83,5,39,55,,,
6/10/2023,2,23,6.53,7.83,5,32,42,,,
6/10/2023,2,24,6.53,7.83,5,31,47,,,
6/10/2023,2,25,6.53,7.83,5,31,45,,,
6/10/2023,2,26,6.53,7.83,5,28,41,,,
6/10/2023,2,27,6.53,7.83,4,29,43,,,
6/10/2023,2,28,6.53,7.83,4,30,46,,,
6/10/2023,2,29,6.53,7.83,4,36,47,,,
6/10/2023,2,30,6.53,7.83,4,31,43,,,
6/10/2023,2,31,6.53,7.83,4,34,39,,,
6/10/2023,2,32,6.53,7.83,4,36,52,,,
6/10/2023,2,33,6.53,7.83,4,33,44,,,
6/10/2023,2,34,6.53,7.83,4,30,45,,,
6/10/2023,2,35,6.53,7.83,5,29,47,,,
6/10/2023,2,36,6.53,7.83,5,31,45,,,
6/10/2023,2,37,6.53,7.83,5,34,43,,,
6/10/2023,2,38,6.53,7.83,5,33,45,,,
6/10/2023,2,39,6.53,7.83,5,33,44,,,
6/10/2023,2,40,6.53,7.83,5,30,47,,,
7/10/2023,1,1,6.53,7.83,7,102,215,,,
7/10/2023,1,2,6.53,7.99,11,107,217,,,
7/10/2023,1,3,6.53,7.99,10,104,207,,,
7/10/2023,1,4,6.53,7.99,10,110,216,,,
7/10/2023,1,5,6.53,7.99,9,103,202,,,
7/10/2023,1,6,6.53,7.99,10,114,209,,,
7/10/2023,1,7,6.53,7.99,9,111,220,,,
7/10/2023,1,8,6.53,7.99,10,102,218,,,
7/10/2023,1,9,6.53,7.99,10,113,213,,,
7/10/2023,1,10,6.53,7.99,11,102,218,,,
7/10/2023,1,11,6.53,7.99,9,105,206,,,
7/10/2023,1,12,6.53,7.99,10,108,215,,,
7/10/2023,1,13,6.53,7.99,9,107,215,,,
7/10/2023,1,14,6.53,7.99,10,108,210,,,
7/10/2023,1,15,6.53,7.99,11,110,213,,,
7/10/2023,1,16,6.53,7.99,9,114,215,,,
7/10/2023,1,17,6.53,7.99,10,108,209,,,
7/10/2023,1,18,6.53,7.99,10,103,211,,,
7/10/2023,1,19,6.53,7.99,9,107,207,,,
7/10/2023,1,20,6.53,7.99,10,115,217,,,
7/10/2023,1,21,6.53,7.99,9,105,219,,,
7/10/2023,1,22,6.53,7.99,9,106,226,,,
7/10/2023,1,23,6.53,7.99,10,111,215,,,
7/10/2023,1,24,6.53,7.99,11,109,222,,,
7/10/2023,1,25,6.53,7.99,10,106,221,,,
7/10/2023,1,26,6.53,7.99,9,101,212,,,
7/10/2023,1,27,6.53,7.99,10,104,216,,,
7/10/2023,1,28,6.53,7.99,11,111,220,,,
7/10/2023,1,29,6.53,7.99,9,102,202,,,
7/10/2023,1,30,6.53,7.99,10,104,206,,,
7/10/2023,1,31,6.53,7.99,9,112,218,,,
7/10/2023,1,32,6.53,7.99,10,110,221,,,
7/10/2023,1,33,6.53,7.99,10,110,225,,,
7/10/2023,1,34,6.53,7.99,9,111,214,,,
7/10/2023,1,35,6.53,7.99,10,101,217,,,
7/10/2023,1,36,6.53,7.99,9,98,206,,,
7/10/2023,1,37,6.53,7.99,10,101,206,,,
7/10/2023,1,38,6.53,7.99,9,105,214,,,
7/10/2023,1,39,6.53,7.99,10,104,222,,,
7/10/2023,1,40,6.53,7.99,10,106,215,,,
7/10/2023,2,1,6.53,7.99,6,39,47,,,
7/10/2023,2,2,6.53,7.99,6,33,42,,,
7/10/2023,2,3,6.53,7.99,6,36,46,,,
7/10/2023,2,4,6.53,7.99,6,37,51,,,
7/10/2023,2,5,6.53,7.99,6,33,39,,,
7/10/2023,2,6,6.53,7.99,6,35,51,,,
7/10/2023,2,7,6.53,7.99,6,38,52,,,
7/10/2023,2,8,6.53,7.99,7,44,60,,,
7/10/2023,2,9,6.53,7.99,7,31,42,,,
7/10/2023,2,10,6.53,7.99,7,33,41,,,
7/10/2023,2,11,6.53,7.99,6,34,43,,,
7/10/2023,2,12,6.53,7.99,6,35,51,,,
7/10/2023,2,13,6.53,7.99,6,30,41,,,
7/10/2023,2,14,6.53,7.99,6,34,50,,,
7/10/2023,2,15,6.53,7.99,6,43,51,,,
7/10/2023,2,16,6.53,7.99,6,41,54,,,
7/10/2023,2,17,6.53,7.99,6,34,40,,,
7/10/2023,2,18,6.53,7.99,6,35,48,,,
7/10/2023,2,19,6.53,7.99,6,34,44,,,
7/10/2023,2,20,6.53,7.99,6,43,48,,,
7/10/2023,2,21,6.53,7.99,6,32,43,,,
7/10/2023,2,22,6.53,7.99,5,41,57,,,
7/10/2023,2,23,6.53,7.99,5,34,43,,,
7/10/2023,2,24,6.53,7.99,5,32,48,,,
7/10/2023,2,25,6.53,7.99,5,33,47,,,
7/10/2023,2,26,6.53,7.99,5,29,42,,,
7/10/2023,2,27,6.53,7.99,4,30,45,,,
7/10/2023,2,28,6.53,7.99,4,31,47,,,
7/10/2023,2,29,6.53,7.99,4,38,49,,,
7/10/2023,2,30,6.53,7.99,4,32,45,,,
7/10/2023,2,31,6.53,7.99,4,36,41,,,
7/10/2023,2,32,6.53,7.99,4,38,54,,,
7/10/2023,2,33,6.53,7.99,4,34,46,,,
7/10/2023,2,34,6.53,7.99,4,31,46,,,
7/10/2023,2,35,6.53,7.99,5,30,49,,,
7/10/2023,2,36,6.53,7.99,5,32,46,,,
7/10/2023,2,37,6.53,7.99,5,35,45,,,
7/10/2023,2,38,6.53,7.99,5,34,46,,,
7/10/2023,2,39,6.53,7.99,5,34,45,,,
7/10/2023,2,40,6.53,7.99,5,32,49,,,
